country,year,scenario,co2_per_capita_t,annual_rate
Nigeria,2030,Accelerated,0.6146098267854135,-0.01389868992424445
Norway,2026,BAU,7.45,-0.020879911678819085
Norway,2026,Moderate,7.45,-0.035879911678819085
Norway,2026,Accelerated,7.45,-0.05587991167881909
Norway,2027,BAU,7.294444657992798,-0.020879911678819085
Norway,2028,BAU,7.142137297787875,-0.020879911678819085
Norway,2029,BAU,6.9930101018120645,-0.020879911678819085
Norway,2030,BAU,6.846996668517139,-0.020879911678819085
Norway,2027,Moderate,7.182694657992798,-0.035879911678819085
Norway,2028,Moderate,6.9249802080480904,-0.035879911678819085
Norway,2029,Moderate,6.676512529805755,-0.035879911678819085
Norway,2030,Moderate,6.436959849913795,-0.035879911678819085
Norway,2027,Accelerated,7.033694657992798,-0.05587991167881909
Norway,2028,Accelerated,6.640652421728379,-0.05587991167881909
Norway,2029,Accelerated,6.26957335091246,-0.05587991167881909
Norway,2030,Accelerated,5.919230145799594,-0.05587991167881909
Pakistan,2026,BAU,1.2,0.026954468541634302
Pakistan,2026,Moderate,1.2,0.011954468541634303
Pakistan,2026,Accelerated,1.2,-0.008045531458365701
Pakistan,2027,BAU,1.2323453622499612,0.026954468541634302
Pakistan,2028,BAU,1.2655625765491567,0.026954468541634302
Pakistan,2029,BAU,1.2996751432062206,0.026954468541634302
Pakistan,2030,BAU,1.3347071959681167,0.026954468541634302
Pakistan,2027,Moderate,1.2143453622499611,0.011954468541634303
Pakistan,2028,Moderate,1.228862215681658,0.011954468541634303
Pakistan,2029,Moderate,1.2435526103810275,0.011954468541634303
Pakistan,2030,Moderate,1.2584186209416948,0.011954468541634303
Pakistan,2027,Accelerated,1.1903453622499611,-0.008045531458365701
Pakistan,2028,Accelerated,1.1807684011916593,-0.008045531458365701
Pakistan,2029,Accelerated,1.1712684918748275,-0.008045531458365701
Pakistan,2030,Accelerated,1.161845014377256,-0.008045531458365701
Philippines,2026,BAU,1.55,0.03037777724766144
Philippines,2026,Moderate,1.55,0.015377777247661442
Philippines,2026,Accelerated,1.55,-0.004622222752338562
Philippines,2027,BAU,1.5970855547338754,0.03037777724766144
Philippines,2028,BAU,1.6456014639610388,0.03037777724766144
Philippines,2029,BAU,1.6955911786716729,0.03037777724766144
Philippines,2030,BAU,1.7470994698004607,0.03037777724766144
Philippines,2027,Moderate,1.5738355547338754,0.015377777247661442
Philippines,2028,Moderate,1.5980376473190228,0.015377777247661442
Philippines,2029,Moderate,1.6226119142928719,0.015377777247661442
Philippines,2030,Moderate,1.6475640788702692,0.015377777247661442
Philippines,2027,Accelerated,1.5428355547338752,-0.004622222752338562
Philippines,2028,Accelerated,1.5357042251296673,-0.004622222752338562
Philippines,2029,Accelerated,1.5286058581194104,-0.004622222752338562
Philippines,2030,Accelerated,1.5215403013426527,-0.004622222752338562
Poland,2026,BAU,7.66,-0.006803841756328977
Poland,2026,Moderate,7.66,-0.021803841756328976
Poland,2026,Accelerated,7.66,-0.04180384175632898
Poland,2027,BAU,7.60788257214652,-0.006803841756328977
Poland,2028,BAU,7.556119743024903,-0.006803841756328977
Poland,2029,BAU,7.504709100001488,-0.006803841756328977
Poland,2030,BAU,7.453648246857796,-0.006803841756328977
Poland,2027,Moderate,7.49298257214652,-0.021803841756328976
Poland,2028,Moderate,7.329606765860507,-0.021803841756328976
Poland,2029,Moderate,7.169793179801566,-0.021803841756328976
Poland,2030,Moderate,7.013464143883565,-0.021803841756328976
Poland,2027,Accelerated,7.33978257214652,-0.04180384175632898
Poland,2028,Accelerated,7.032951462974645,-0.04180384175632898
Poland,2029,Accelerated,6.738947072936511,-0.04180384175632898
Poland,2030,Accelerated,6.4572331958951965,-0.04180384175632898
Qatar,2026,BAU,37.9,0.0034160355708794388
Qatar,2026,Moderate,37.9,-0.01158396442912056
Qatar,2026,Accelerated,37.9,-0.031583964429120565
Qatar,2027,BAU,38.02946774813633,0.0034160355708794388
Qatar,2028,BAU,38.159377762705574,0.0034160355708794388
Qatar,2029,BAU,38.2897315545056,0.0034160355708794388
Qatar,2030,BAU,38.42053063949522,0.0034160355708794388
Qatar,2027,Moderate,37.460967748136326,-0.01158396442912056
Qatar,2028,Moderate,37.02702123026148,-0.01158396442912056
Qatar,2029,Moderate,36.59810153341384,-0.01158396442912056
Qatar,2030,Moderate,36.17415042707743,-0.01158396442912056
Qatar,2027,Accelerated,36.70296774813633,-0.031583964429120565
Qatar,2028,Accelerated,35.54374252033603,-0.031583964429120565
Qatar,2029,Accelerated,34.42113022089592,-0.031583964429120565
Qatar,2030,Accelerated,33.333974468389016,-0.031583964429120565
Russia,2026,BAU,12.44,0.00715848114294082
Russia,2026,Moderate,12.44,-0.00784151885705918
Russia,2026,Accelerated,12.44,-0.027841518857059183
Russia,2027,BAU,12.529051505418183,0.00715848114294082
Russia,2028,BAU,12.618740484358653,0.00715848114294082
Russia,2029,BAU,12.7090715001636,0.00715848114294082
Russia,2030,BAU,12.800049148841808,0.00715848114294082
Russia,2027,Moderate,12.342451505418182,-0.00784151885705918
Russia,2028,Moderate,12.245667939196107,-0.00784151885705918
Russia,2029,Moderate,12.149643303133615,-0.00784151885705918
Russia,2030,Moderate,12.05437164606555,-0.00784151885705918
Russia,2027,Accelerated,12.093651505418183,-0.027841518857059183
Russia,2028,Accelerated,11.75694587897938,-0.027841518857059183
Russia,2029,Accelerated,11.42961464858835,-0.027841518857059183
Russia,2030,Accelerated,11.111396816820758,-0.027841518857059183
Saudi Arabia,2026,BAU,17.78,0.006588777812202684
Saudi Arabia,2026,Moderate,17.78,-0.008411222187797315
Saudi Arabia,2026,Accelerated,17.78,-0.02841122218779732
Saudi Arabia,2027,BAU,17.897148469500966,0.006588777812202684
Saudi Arabia,2028,BAU,18.01506880423851,0.006588777812202684
Saudi Arabia,2029,BAU,18.133766089861183,0.006588777812202684
Saudi Arabia,2030,BAU,18.253245445525735,0.006588777812202684
Saudi Arabia,2027,Moderate,17.630448469500966,-0.008411222187797315
Saudi Arabia,2028,Moderate,17.48215485015348,-0.008411222187797315
Saudi Arabia,2029,Moderate,17.33510856138736,-0.008411222187797315
Saudi Arabia,2030,Moderate,17.189299111627946,-0.008411222187797315
Saudi Arabia,2027,Accelerated,17.274848469500963,-0.02841122218779732
Saudi Arabia,2028,Accelerated,16.78404891137344,-0.02841122218779732
Saudi Arabia,2029,Accelerated,16.30719356854155,-0.02841122218779732
Saudi Arabia,2030,Accelerated,15.843886268806296,-0.02841122218779732
South Africa,2026,BAU,6.4,-0.018645586917883428
South Africa,2026,Moderate,6.4,-0.03364558691788343
South Africa,2026,Accelerated,6.4,-0.05364558691788343
South Africa,2027,BAU,6.280668243725547,-0.018645586917883428
South Africa,2028,BAU,6.163561498084772,-0.018645586917883428
South Africa,2029,BAU,6.0486382764485125,-0.018645586917883428
South Africa,2030,BAU,5.9358578657301555,-0.018645586917883428
South Africa,2027,Moderate,6.184668243725547,-0.03364558691788343
South Africa,2028,Moderate,5.976581450773005,-0.03364558691788343
South Africa,2029,Moderate,5.775495860099212,-0.03364558691788343
South Africa,2030,Moderate,5.581175912144368,-0.03364558691788343
South Africa,2027,Accelerated,6.056668243725547,-0.05364558691788343
South Africa,2028,Accelerated,5.731754721023983,-0.05364558691788343
South Africa,2029,Accelerated,5.424271374945302,-0.05364558691788343
South Africa,2030,Accelerated,5.133283153434487,-0.05364558691788343
South Korea,2026,BAU,11.07,-0.016247082732801843
South Korea,2026,Moderate,11.07,-0.031247082732801842
South Korea,2026,Accelerated,11.07,-0.051247082732801846
South Korea,2027,BAU,10.890144794147885,-0.016247082732801843
South Korea,2028,BAU,10.713211710705172,-0.016247082732801843
South Korea,2029,BAU,10.539153273707324,-0.016247082732801843
South Korea,2030,BAU,10.367922778535721,-0.016247082732801843
South Korea,2027,Moderate,10.724094794147884,-0.031247082732801842
South Korea,2028,Moderate,10.388998116880735,-0.031247082732801842
South Korea,2029,Moderate,10.06437223321164,-0.031247082732801842
South Korea,2030,Moderate,9.749889961386764,-0.031247082732801842
South Korea,2027,Accelerated,10.502694794147883,-0.051247082732801846
South Korea,2028,Accelerated,9.96446232511482,-0.051247082732801846
South Korea,2029,Accelerated,9.453812699951774,-0.051247082732801846
South Korea,2030,Accelerated,8.969332378376933,-0.051247082732801846
Spain,2026,BAU,4.5,-0.01861627131639343
Spain,2026,Moderate,4.5,-0.03361627131639343
Spain,2026,Accelerated,4.5,-0.05361627131639343
Spain,2027,BAU,4.416226779076229,-0.01861627131639343
Spain,2028,BAU,4.334013103162224,-0.01861627131639343
Spain,2029,BAU,4.253329939344952,-0.01861627131639343
Spain,2030,BAU,4.1741487951959675,-0.01861627131639343
Spain,2027,Moderate,4.348726779076229,-0.03361627131639343
Spain,2028,Moderate,4.202538799789937,-0.03361627131639343
Spain,2029,Moderate,4.061265115278528,-0.03361627131639343
Spain,2030,Moderate,3.9247405252755208,-0.03361627131639343
Spain,2027,Accelerated,4.2587267790762295,-0.05361627131639343
Spain,2028,Accelerated,4.030389728626888,-0.05361627131639343
Spain,2029,Accelerated,3.8142952594260233,-0.05361627131639343
Spain,2030,Accelerated,3.6097869699158043,-0.05361627131639343
Sweden,2026,BAU,2.6,-0.046954251919994805
Sweden,2026,Moderate,2.6,-0.061954251919994804
Sweden,2026,Accelerated,2.6,-0.08195425191999481
Sweden,2027,BAU,2.4779189450080135,-0.046954251919994805
Sweden,2028,BAU,2.3615701146267796,-0.046954251919994805
Sweden,2029,BAU,2.250684356537863,-0.046954251919994805
Sweden,2030,BAU,2.1450051562685926,-0.046954251919994805
Sweden,2027,Moderate,2.4389189450080138,-0.061954251919994804
Sweden,2028,Moderate,2.287817546276539,-0.061954251919994804
Sweden,2029,Moderate,2.146077521667538,-0.061954251919994804
Sweden,2030,Moderate,2.0131188942503093,-0.061954251919994804
Sweden,2027,Accelerated,2.3869189450080137,-0.08195425191999481
Sweden,2028,Accelerated,2.1913007884762186,-0.08195425191999481
Sweden,2029,Accelerated,2.0117143716249553,-0.08195425191999481
Sweden,2030,Accelerated,1.8468458252217295,-0.08195425191999481
Thailand,2026,BAU,4.39,0.0017216910451491874
Thailand,2026,Moderate,4.39,-0.013278308954850812
Thailand,2026,Accelerated,4.39,-0.033278308954850816
Thailand,2027,BAU,4.397558223688205,0.0017216910451491874
Thailand,2028,BAU,4.405129460302451,0.0017216910451491874
Thailand,2029,BAU,4.412713732246977,0.0017216910451491874
Thailand,2030,BAU,4.420311061964593,0.0017216910451491874
Thailand,2027,Moderate,4.331708223688205,-0.013278308954850812
Thailand,2028,Moderate,4.274190463591805,-0.013278308954850812
Thailand,2029,Moderate,4.217436442084356,-0.013278308954850812
Thailand,2030,Moderate,4.161436018008913,-0.013278308954850812
Thailand,2027,Accelerated,4.243908223688204,-0.033278308954850816
Thailand,2028,Accelerated,4.102678134644276,-0.033278308954850816
Thailand,2029,Accelerated,3.9661479441372727,-0.033278308954850816
Thailand,2030,Accelerated,3.834161247491626,-0.033278308954850816
Turkey,2026,BAU,5.6,0.0122564187873932
Turkey,2026,Moderate,5.6,-0.0027435812126067
Turkey,2026,Accelerated,5.6,-0.0227435812126067
Turkey,2027,BAU,5.6686359452094015,0.0122564187873932
Turkey,2028,BAU,5.738113121307158,0.0122564187873932
Turkey,2029,BAU,5.808441838771335,0.0122564187873932
Turkey,2030,BAU,5.8796325344495335,0.0122564187873932
Turkey,2027,Moderate,5.584635945209402,-0.0027435812126067
Turkey,2028,Moderate,5.569314042950877,-0.0027435812126067
Turkey,2029,Moderate,5.55403417757553,-0.0027435812126067
Turkey,2030,Moderate,5.538796233751758,-0.0027435812126067
Turkey,2027,Accelerated,5.472635945209402,-0.0227435812126067
Turkey,2028,Accelerated,5.348168605142501,-0.0227435812126067
Turkey,2029,Accelerated,5.226532098132728,-0.0227435812126067
Turkey,2030,Accelerated,5.107662040898551,-0.0227435812126067
UAE,2026,BAU,24.06,0.00337572902998029
UAE,2026,Moderate,24.06,-0.01162427097001971
UAE,2026,Accelerated,24.06,-0.03162427097001971
UAE,2027,BAU,24.141220040461324,0.00337572902998029
UAE,2028,BAU,24.222714257771052,0.00337572902998029
UAE,2029,BAU,24.304483577475928,0.00337572902998029
UAE,2030,BAU,24.386528928247092,0.00337572902998029
UAE,2027,Moderate,23.780320040461323,-0.01162427097001971
UAE,2028,Moderate,23.50389115655721,-0.01162427097001971
UAE,2029,Moderate,23.230675556903538,-0.01162427097001971
UAE,2030,Moderate,22.960635889413478,-0.01162427097001971
UAE,2027,Accelerated,23.299120040461325,-0.03162427097001971
UAE,2028,Accelerated,22.56230235493876,-0.03162427097001971
UAE,2029,Accelerated,21.84878599155866,-0.03162427097001971
UAE,2030,Accelerated,21.157834062995637,-0.03162427097001971
Ukraine,2026,BAU,3.76,-0.04878624237248641
Ukraine,2026,Moderate,3.76,-0.06378624237248641
Ukraine,2026,Accelerated,3.76,-0.08378624237248641
Ukraine,2027,BAU,3.5765637286794507,-0.04878624237248641
Ukraine,2028,BAU,3.4020766237514515,-0.04878624237248641
Ukraine,2029,BAU,3.236102089015343,-0.04878624237248641
Ukraine,2030,BAU,3.0782248281585307,-0.04878624237248641
Ukraine,2027,Moderate,3.5201637286794507,-0.06378624237248641
Ukraine,2028,Moderate,3.2956257118910677,-0.06378624237248641
Ukraine,2029,Moderate,3.085410131463386,-0.06378624237248641
Ukraine,2030,Moderate,2.888603412999337,-0.06378624237248641
Ukraine,2027,Accelerated,3.444963728679451,-0.08378624237248641
Ukraine,2028,Accelerated,3.15632316274389,-0.08378624237248641
Ukraine,2029,Accelerated,2.8918667052243374,-0.08378624237248641
Ukraine,2030,Accelerated,2.6495680605514873,-0.08378624237248641
United Kingdom,2026,BAU,4.06,-0.038323217085364125
United Kingdom,2026,Moderate,4.06,-0.053323217085364125
United Kingdom,2026,Accelerated,4.06,-0.07332321708536413
United Kingdom,2027,BAU,3.904407738633421,-0.038323217085364125
United Kingdom,2028,BAU,3.754778273275997,-0.038323217085364125
United Kingdom,2029,BAU,3.610883090401832,-0.038323217085364125
United Kingdom,2030,BAU,3.472502433858492,-0.038323217085364125
United Kingdom,2027,Moderate,3.8435077386334213,-0.053323217085364125
United Kingdom,2028,Moderate,3.638559541116994,-0.053323217085364125
United Kingdom,2029,Moderate,3.4445398408279897,-0.053323217085364125
United Kingdom,2030,Moderate,3.260865895136333,-0.053323217085364125
United Kingdom,2027,Accelerated,3.7623077386334214,-0.07332321708536413
United Kingdom,2028,Accelerated,3.4864432315716574,-0.07332321708536413
United Kingdom,2029,Accelerated,3.2308059976473302,-0.07332321708536413
United Kingdom,2030,Accelerated,2.9939129081211386,-0.07332321708536413
United States,2026,BAU,13.97,-0.01218817461218491
United States,2026,Moderate,13.97,-0.02718817461218491
United States,2026,Accelerated,13.97,-0.04718817461218491
United States,2027,BAU,13.799731200667777,-0.01218817461218491
United States,2028,BAU,13.631537667192822,-0.01218817461218491
United States,2029,BAU,13.4653941058725,-0.01218817461218491
United States,2030,BAU,13.30127553128824,-0.01218817461218491
United States,2027,Moderate,13.590181200667777,-0.02718817461218491
United States,2028,Moderate,13.220688981172788,-0.02718817461218491
United States,2029,Moderate,12.861242580659273,-0.02718817461218491
United States,2030,Moderate,12.51156887164664,-0.02718817461218491
United States,2027,Accelerated,13.310781200667776,-0.04718817461218491
United States,2028,Accelerated,12.682669733146076,-0.04718817461218491
United States,2029,Accelerated,12.084197699229707,-0.04718817461218491
United States,2030,Accelerated,11.513966468150292,-0.04718817461218491
Venezuela,2026,BAU,4.38,-0.0251507136317431
Venezuela,2026,Moderate,4.38,-0.0401507136317431
Venezuela,2026,Accelerated,4.38,-0.0601507136317431
Venezuela,2027,BAU,4.269839874292965,-0.0251507136317431
Venezuela,2028,BAU,4.162450354361225,-0.0251507136317431
Venezuela,2029,BAU,4.0577617574923375,-0.0251507136317431
Venezuela,2030,BAU,3.955706153543809,-0.0251507136317431
Venezuela,2027,Moderate,4.204139874292965,-0.0401507136317431
Venezuela,2028,Moderate,4.035340658132435,-0.0401507136317431
Venezuela,2029,Moderate,3.87331885096123,-0.0401507136317431
Venezuela,2030,Moderate,3.717802334971853,-0.0401507136317431
Venezuela,2027,Accelerated,4.116539874292965,-0.0601507136317431
Venezuela,2028,Accelerated,3.868927063160717,-0.0601507136317431
Venezuela,2029,Accelerated,3.636208339322435,-0.0601507136317431
Venezuela,2030,Accelerated,3.4174878127984947,-0.0601507136317431
Vietnam,2026,BAU,4.58,0.05387080311974812
Vietnam,2026,Moderate,4.58,0.038870803119748124
Vietnam,2026,Accelerated,4.58,0.01887080311974812
Vietnam,2027,BAU,4.826728278288447,0.05387080311974812
Vietnam,2028,BAU,5.086748007080645,0.05387080311974812
Vietnam,2029,BAU,5.360775207489857,0.05387080311974812
Vietnam,2030,BAU,5.64956447326177,0.05387080311974812
Vietnam,2027,Moderate,4.758028278288447,0.038870803119748124
Vietnam,2028,Moderate,4.942976658731991,0.038870803119748124
Vietnam,2029,Moderate,5.135114131259074,0.038870803119748124
Vietnam,2030,Moderate,5.334720141652682,0.038870803119748124
Vietnam,2027,Accelerated,4.666428278288447,0.01887080311974812
Vietnam,2028,Accelerated,4.754487527600454,0.01887080311974812
Vietnam,2029,Accelerated,4.8442085256691,0.01887080311974812
Vietnam,2030,Accelerated,4.935622631028008,0.01887080311974812
