date,year,market,currency,price,days_since_last_event,events_7d,events_30d,max_severity_7d,max_severity_30d,policy_events_30d,weather_events_30d,disaster_events_30d,event_shock_score,key,day_of_week,month,dow_sin,dow_cos,month_sin,month_cos,price_lag_1,price_lag_2,price_lag_3,price_lag_5,price_lag_10,price_lag_20,price_lag_30,rolling_mean_5,rolling_std_5,rolling_mean_10,rolling_std_10,rolling_mean_20,rolling_std_20,rolling_mean_30,rolling_std_30,momentum_5,momentum_10,momentum_20
2014-06-13,2014,California,USD,10.29,592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-06-13 00:00:00'))",4,6,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,10.8,10.74,10.38,10.49,10.22,10.72,10.27,10.618,0.17669182210844492,10.548,0.2173987631570601,10.6075,0.24043546020984685,10.615,0.24079967350190987,0.3100000000000005,0.5800000000000001,0.08000000000000007
2014-06-16,2014,California,USD,10.48,595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-06-16 00:00:00'))",0,6,0.0,1.0,1.2246467991473532e-16,-1.0,10.29,10.8,10.74,10.68,10.54,10.72,10.57,10.578,0.22807893370498425,10.555,0.20651876428062735,10.586,0.24892188586615469,10.615666666666666,0.23983734909933072,-0.39000000000000057,-0.25,-0.4300000000000015
2014-06-17,2014,California,USD,10.35,596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-06-17 00:00:00'))",1,6,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,10.48,10.29,10.8,10.38,10.25,10.77,10.54,10.538,0.22320394261751464,10.549000000000001,0.2078701517774915,10.574,0.24790490536749804,10.612666666666666,0.2409883862323168,0.09999999999999964,0.23000000000000043,-0.28999999999999915
2014-06-18,2014,California,USD,10.82,597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-06-18 00:00:00'))",2,6,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,10.35,10.48,10.29,10.74,10.55,10.99,10.72,10.532,0.22884492565928327,10.559000000000001,0.19381835711705134,10.553,0.24821679827798385,10.606333333333334,0.24541988415822297,-0.39000000000000057,-0.20000000000000107,-0.6400000000000006
2014-06-19,2014,California,USD,10.73,598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-06-19 00:00:00'))",3,6,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,10.82,10.35,10.48,10.8,10.83,10.93,10.38,10.548,0.24893774322107692,10.586,0.21051260189250603,10.544500000000001,0.2350246347670245,10.609666666666667,0.24768560902794887,0.019999999999999574,-0.009999999999999787,-0.10999999999999943
2014-06-20,2014,California,USD,10.68,599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-06-20 00:00:00'))",4,6,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,10.73,10.82,10.35,10.29,10.49,10.32,10.38,10.533999999999999,0.23265854809140973,10.576,0.19973315531811578,10.5345,0.22163210388770174,10.621333333333334,0.24471987269520995,0.4400000000000013,0.2400000000000002,0.41000000000000014
2014-06-23,2014,California,USD,10.67,602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-06-23 00:00:00'))",0,6,0.0,1.0,1.2246467991473532e-16,-1.0,10.68,10.73,10.82,10.48,10.68,10.82,10.69,10.611999999999998,0.19227584351655375,10.595,0.1996803000353799,10.5525,0.21788154676580015,10.631333333333334,0.24061320130799962,0.1999999999999993,0.0,-0.14000000000000057
2014-06-24,2014,California,USD,10.79,603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-06-24 00:00:00'))",1,6,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,10.67,10.68,10.73,10.35,10.38,10.68,10.94,10.65,0.17790446874657784,10.594,0.19923185822887476,10.545,0.21065062119664202,10.630666666666666,0.24047271453698732,0.3200000000000003,0.28999999999999915,-0.009999999999999787
2014-06-25,2014,California,USD,10.8,604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-06-25 00:00:00'))",2,6,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,10.79,10.67,10.68,10.82,10.74,10.56,10.74,10.738,0.06610597552416475,10.635,0.19236828105369266,10.5505,0.2157355837715884,10.625666666666667,0.2353234506732965,-0.030000000000001137,0.049999999999998934,0.22999999999999865
2014-06-26,2014,California,USD,10.58,605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-06-26 00:00:00'))",3,6,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,10.8,10.79,10.67,10.73,10.8,10.16,11.07,10.734,0.060249481325580785,10.641,0.19688970403642866,10.5625,0.22284937088820367,10.627666666666668,0.2365802821138382,0.07000000000000028,0.0,0.6400000000000006
2014-06-27,2014,California,USD,10.54,606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-06-27 00:00:00'))",4,6,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,10.58,10.8,10.79,10.68,10.29,10.22,10.72,10.704,0.09181503144911406,10.619,0.18929401000089568,10.5835,0.20171044906787314,10.611333333333334,0.2214175854046886,-0.09999999999999964,0.2900000000000009,0.35999999999999943
2014-06-30,2014,California,USD,10.71,609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-06-30 00:00:00'))",0,6,0.0,1.0,1.2246467991473532e-16,-1.0,10.54,10.58,10.8,10.67,10.48,10.54,10.72,10.676,0.11844830095869723,10.644,0.15428689006017754,10.5995,0.1832017869368293,10.605333333333332,0.2208093784448504,-0.13000000000000078,0.05999999999999872,0.0
2014-07-01,2014,California,USD,10.67,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-07-01 00:00:00'))",1,7,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,10.71,10.54,10.58,10.79,10.35,10.25,10.77,10.684000000000001,0.11928956366758174,10.667,0.14391741458982305,10.608,0.18423668987132336,10.605,0.22063779024175434,-0.0799999999999983,0.3600000000000012,0.46000000000000085
2014-07-02,2014,California,USD,11.3,611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-07-02 00:00:00'))",2,7,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,10.67,10.71,10.54,10.8,10.82,10.55,10.99,10.66,0.10368220676665002,10.699,0.09170605214486481,10.629000000000001,0.16412126453841894,10.601666666666667,0.2188068481140729,-0.13000000000000078,-0.15000000000000036,0.11999999999999922
2014-07-03,2014,California,USD,10.63,612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-07-03 00:00:00'))",3,7,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,11.3,10.67,10.71,10.58,10.73,10.83,10.93,10.760000000000002,0.30943496893531797,10.747,0.2106102245064641,10.666500000000001,0.22096141601742803,10.611999999999998,0.24368436339971236,0.7200000000000006,0.5700000000000003,0.47000000000000064
2014-07-04,2014,California,USD,10.81,613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-07-04 00:00:00'))",4,7,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,10.63,11.3,10.67,10.54,10.68,10.49,10.32,10.77,0.30290262461722084,10.737,0.21385613024751246,10.6565,0.21767370558996996,10.602,0.2362260752344996,0.09000000000000163,-0.049999999999998934,0.14000000000000057
2014-07-07,2014,California,USD,10.87,616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-07-07 00:00:00'))",0,7,0.0,1.0,-0.4999999999999997,-0.8660254037844388,10.81,10.63,11.3,10.71,10.67,10.68,10.82,10.824000000000002,0.2743720102342807,10.75,0.21395742047840802,10.672500000000001,0.2165488883662012,10.618333333333332,0.23297303874400377,0.09999999999999964,0.14000000000000057,0.13000000000000078
2014-07-08,2014,California,USD,11.13,617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-07-08 00:00:00'))",1,7,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,10.87,10.81,10.63,10.67,10.79,10.38,10.68,10.856,0.2669831455354436,10.77,0.2149935399546197,10.682,0.22101678907412795,10.62,0.2346383864882278,0.1999999999999993,0.08000000000000007,0.48999999999999844
2014-07-09,2014,California,USD,10.54,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-07-09 00:00:00'))",2,7,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,11.13,10.87,10.81,11.3,10.8,10.74,10.56,10.947999999999999,0.26612027356065654,10.804,0.24350222449359635,10.7195,0.23050231189617193,10.634999999999998,0.2523236837463266,-0.16999999999999993,0.33000000000000007,0.39000000000000057
2014-07-10,2014,California,USD,11.12,619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-07-10 00:00:00'))",3,7,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,10.54,11.13,10.87,10.63,10.58,10.8,10.16,10.796000000000001,0.2293032926061042,10.778,0.25745765563377776,10.7095,0.23387974867891323,10.634333333333332,0.25255499002892745,-0.09000000000000163,-0.040000000000000924,-0.26000000000000156
2014-07-11,2014,California,USD,10.72,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-07-11 00:00:00'))",4,7,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,11.12,10.54,11.13,10.81,10.54,10.29,10.22,10.894,0.24480604567697986,10.832,0.2677395085609163,10.7255,0.250735234649507,10.666333333333334,0.25119690495202585,0.3099999999999987,0.5800000000000001,0.8300000000000001
2014-07-14,2014,California,USD,11.46,623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-07-14 00:00:00'))",0,7,0.0,1.0,-0.4999999999999997,-0.8660254037844388,10.72,11.12,10.54,10.87,10.71,10.48,10.54,10.876,0.255597339579268,10.85,0.2514844815181266,10.747,0.22891276205486147,10.683,0.23673278985622018,-0.14999999999999858,0.009999999999999787,0.2400000000000002
2014-07-15,2014,California,USD,10.87,624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-07-15 00:00:00'))",1,7,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,11.46,10.72,11.12,11.13,10.67,10.35,10.25,10.994,0.3649383509580746,10.925,0.31009855064335307,10.796000000000001,0.2699590612238257,10.713666666666667,0.27419453619313205,0.33000000000000007,0.7900000000000009,1.1100000000000012
2014-07-16,2014,California,USD,10.45,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-07-16 00:00:00'))",2,7,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,10.87,11.46,10.72,10.54,11.3,10.82,10.55,10.942,0.3591935411446025,10.945,0.29803989293008243,10.822000000000001,0.24896839791006029,10.734333333333334,0.2610942930917169,0.33000000000000007,-0.4300000000000015,0.049999999999998934
2014-07-17,2014,California,USD,10.72,626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-07-17 00:00:00'))",3,7,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,10.45,10.87,11.46,11.12,10.63,10.73,10.83,10.924000000000001,0.3856552864930018,10.860000000000001,0.3066304326419978,10.8035,0.2625036340600718,10.731,0.2641492524808897,-0.6699999999999999,-0.1800000000000015,-0.28000000000000114
2014-07-18,2014,California,USD,11.15,627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-07-18 00:00:00'))",4,7,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,10.72,10.45,10.87,10.72,10.81,10.68,10.49,10.844,0.3762047314960299,10.869,0.30038678769582866,10.803,0.26266047726256175,10.727333333333336,0.2634902776893059,0.0,-0.08999999999999986,0.040000000000000924
2014-07-21,2014,California,USD,10.81,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-07-21 00:00:00'))",0,7,0.0,1.0,-0.4999999999999997,-0.8660254037844388,11.15,10.72,10.45,11.46,10.87,10.67,10.68,10.93,0.3896793553679735,10.903,0.31198468623386244,10.8265,0.2719379766746493,10.749333333333334,0.2704521543935227,-0.3100000000000005,0.28000000000000114,0.4800000000000004
2014-07-22,2014,California,USD,10.78,631.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-07-22 00:00:00'))",1,7,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,10.81,11.15,10.72,10.87,11.13,10.79,10.38,10.8,0.2531797780234433,10.897,0.31326417676530055,10.8335,0.26948830655230377,10.753666666666668,0.27034439508528535,-0.05999999999999872,-0.3200000000000003,0.02000000000000135
2014-07-23,2014,California,USD,10.99,632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-07-23 00:00:00'))",2,7,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,10.78,10.81,11.15,10.45,10.54,10.8,10.74,10.782,0.250139960821937,10.861999999999998,0.30374697072105705,10.833,0.2695825232505117,10.767,0.26098156890928276,0.33000000000000007,0.2400000000000002,-0.02000000000000135
2014-07-24,2014,California,USD,10.71,633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-07-24 00:00:00'))",3,7,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,10.99,10.78,10.81,10.72,11.12,10.58,10.8,10.89,0.1767766952966357,10.907,0.2833941111283354,10.8425,0.27169787787561517,10.775333333333332,0.26406286259583095,0.2699999999999996,-0.129999999999999,0.41000000000000014
2014-07-25,2014,California,USD,10.75,634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-07-25 00:00:00'))",4,7,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,10.71,10.99,10.78,11.15,10.72,10.54,10.29,10.888,0.17922053453775752,10.866,0.27877509852128474,10.849,0.2665945077809271,10.772333333333334,0.2642841121861638,-0.4399999999999995,-0.009999999999999787,0.1700000000000017
2014-07-28,2014,California,USD,10.56,637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-07-28 00:00:00'))",0,7,0.0,1.0,-0.4999999999999997,-0.8660254037844388,10.75,10.71,10.99,10.81,11.46,10.71,10.48,10.808000000000002,0.10825894882179384,10.869,0.27718625907901484,10.8595,0.2577733602666601,10.787666666666668,0.2481890732726962,-0.0600000000000005,-0.7100000000000009,0.03999999999999915
2014-07-29,2014,California,USD,11.29,638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-07-29 00:00:00'))",1,7,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,10.56,10.75,10.71,10.78,10.87,10.67,10.35,10.758,0.1548224789880327,10.779,0.19907843233815453,10.852,0.2644477861108971,10.790333333333335,0.2451809090466166,-0.21999999999999886,-0.3099999999999987,-0.10999999999999943
2014-07-30,2014,California,USD,10.49,639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-07-30 00:00:00'))",2,7,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,11.29,10.56,10.75,10.99,10.45,11.3,10.82,10.86,0.28565713714171287,10.821000000000002,0.2564479587665909,10.883,0.27798333914483564,10.821666666666665,0.24702482540793694,0.29999999999999893,0.8399999999999999,-0.010000000000001563
2014-07-31,2014,California,USD,10.87,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-07-31 00:00:00'))",3,7,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,10.49,11.29,10.56,10.71,10.72,10.63,10.73,10.760000000000002,0.3148015247739429,10.825,0.25025542507161225,10.8425,0.27299267389438736,10.810666666666666,0.25434070732445585,-0.22000000000000064,-0.23000000000000043,-0.14000000000000057
2014-08-01,2014,California,USD,10.96,641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-08-01 00:00:00'))",4,8,-0.433883739117558,-0.9009688679024191,-0.8660254037844384,-0.5000000000000004,10.87,10.49,11.29,10.75,11.15,10.81,10.68,10.792,0.31657542545181777,10.84,0.24774538901415208,10.8545,0.2683963094891131,10.815333333333333,0.25409383731394425,0.11999999999999922,-0.28000000000000114,0.05999999999999872
2014-08-04,2014,California,USD,10.83,644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-08-04 00:00:00'))",0,8,0.0,1.0,-0.8660254037844384,-0.5000000000000004,10.96,10.87,10.49,10.56,10.81,10.87,10.67,10.834,0.3234656086819733,10.821,0.22781327636659904,10.862,0.269181996739062,10.824666666666667,0.2540938373139442,0.40000000000000036,0.15000000000000036,0.09000000000000163
2014-08-05,2014,California,USD,10.5,645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-08-05 00:00:00'))",1,8,0.7818314824680298,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,10.83,10.96,10.87,11.29,10.78,11.13,10.79,10.888,0.2867403006206131,10.823,0.22779376637650903,10.86,0.26926801361822034,10.830000000000002,0.25240908230012604,-0.4599999999999991,0.05000000000000071,-0.3000000000000007
2014-08-06,2014,California,USD,10.57,646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-08-06 00:00:00'))",2,8,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,10.5,10.83,10.96,10.49,10.99,10.54,10.8,10.73,0.2196588263648874,10.795,0.24981103969911075,10.8285,0.27284611047256546,10.820333333333334,0.259448796799918,0.009999999999999787,-0.4900000000000002,-0.03999999999999915
2014-08-07,2014,California,USD,10.99,647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-08-07 00:00:00'))",3,8,0.43388373911755823,-0.900968867902419,-0.8660254037844384,-0.5000000000000004,10.57,10.5,10.83,10.87,10.71,11.12,10.58,10.746,0.19982492337043378,10.753,0.2486876666735807,10.83,0.27125439603521345,10.812666666666667,0.2634379248132103,-0.29999999999999893,-0.14000000000000057,-0.5499999999999989
2014-08-08,2014,California,USD,10.64,648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-08-08 00:00:00'))",4,8,-0.433883739117558,-0.9009688679024191,-0.8660254037844384,-0.5000000000000004,10.99,10.57,10.5,10.96,10.75,10.72,10.54,10.77,0.22416511771459863,10.781,0.25886289807539986,10.8235,0.26543459894255855,10.826333333333334,0.26157985967675595,0.02999999999999936,0.2400000000000002,0.2699999999999996
2014-08-11,2014,California,USD,10.31,651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-08-11 00:00:00'))",0,8,0.0,1.0,-0.8660254037844384,-0.5000000000000004,10.64,10.99,10.57,10.83,10.56,11.46,10.71,10.706,0.2008233054204609,10.77,0.262636208047886,10.819500000000001,0.2676697690497851,10.829666666666668,0.2584233806724277,-0.1899999999999995,0.08000000000000007,-0.8200000000000003
2014-08-12,2014,California,USD,10.97,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-08-12 00:00:00'))",1,8,0.7818314824680298,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,10.31,10.64,10.99,10.5,11.29,10.87,10.67,10.602,0.24933912649241266,10.745000000000001,0.2947786363433397,10.762,0.24543409448739908,10.816333333333334,0.2746217879862907,-0.1899999999999995,-0.9799999999999986,-0.5599999999999987
2014-08-13,2014,California,USD,10.63,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-08-13 00:00:00'))",2,8,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,10.97,10.31,10.64,10.57,10.49,10.45,11.3,10.696000000000002,0.2870191631233007,10.713,0.24161723632407348,10.767,0.24874633030883633,10.826333333333332,0.2745715575763277,0.40000000000000036,0.4800000000000004,0.5200000000000014
2014-08-14,2014,California,USD,11.04,654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-08-14 00:00:00'))",3,8,0.43388373911755823,-0.900968867902419,-0.8660254037844384,-0.5000000000000004,10.63,10.97,10.31,10.99,10.87,10.72,10.63,10.708,0.28163806560903654,10.727,0.23108680427732242,10.776,0.23976743117579372,10.804,0.261660480196298,-0.35999999999999943,-0.23999999999999844,-0.08999999999999986
2014-08-15,2014,California,USD,10.82,655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-08-15 00:00:00'))",4,8,-0.433883739117558,-0.9009688679024191,-0.8660254037844384,-0.5000000000000004,11.04,10.63,10.97,10.64,10.96,11.15,10.81,10.718,0.29473717105244773,10.744,0.248381427110257,10.792,0.2464185570592548,10.817666666666668,0.26296300163690445,0.3999999999999986,0.0799999999999983,-0.11000000000000121
2014-08-18,2014,California,USD,10.81,658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-08-18 00:00:00'))",0,8,0.0,1.0,-0.8660254037844384,-0.5000000000000004,10.82,11.04,10.63,10.31,10.83,10.81,10.87,10.754000000000001,0.2938196725884774,10.73,0.23860706890896533,10.7755,0.2318001634802725,10.818000000000001,0.2629592862153799,0.5099999999999998,-0.009999999999999787,0.009999999999999787
2014-08-19,2014,California,USD,10.9,659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-08-19 00:00:00'))",1,8,0.7818314824680298,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,10.81,10.82,11.04,10.97,10.5,10.78,11.13,10.854000000000001,0.15915401345866456,10.728,0.2377580469487484,10.7755,0.2318001634802725,10.816,0.26277825974214264,-0.16000000000000014,0.3100000000000005,0.030000000000001137
2014-08-20,2014,California,USD,10.58,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-08-20 00:00:00'))",2,8,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,10.9,10.81,10.82,10.63,10.57,10.99,10.54,10.84,0.1491643389017652,10.768,0.2286093222557145,10.7815,0.2334698222356461,10.808333333333334,0.25658343179416304,0.2699999999999996,0.33000000000000007,-0.08999999999999986
2014-08-21,2014,California,USD,10.67,661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-08-21 00:00:00'))",3,8,0.43388373911755823,-0.900968867902419,-0.8660254037844384,-0.5000000000000004,10.58,10.9,10.81,11.04,10.99,10.71,11.12,10.83,0.16733200530681708,10.769,0.2276669106879986,10.761000000000001,0.2321954711920813,10.809666666666667,0.25524137775749794,-0.4599999999999991,-0.41000000000000014,-0.13000000000000078
2014-08-22,2014,California,USD,10.82,662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-08-22 00:00:00'))",4,8,-0.433883739117558,-0.9009688679024191,-0.8660254037844384,-0.5000000000000004,10.67,10.58,10.9,10.82,10.64,10.75,10.72,10.756,0.12856904759700205,10.737,0.21530598381526944,10.759,0.2328292801264865,10.794666666666668,0.2495338182226754,-0.15000000000000036,0.02999999999999936,-0.08000000000000007
2014-08-25,2014,California,USD,10.6,665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-08-25 00:00:00'))",0,8,0.0,1.0,-0.8660254037844384,-0.5000000000000004,10.82,10.67,10.58,10.81,10.31,10.56,11.46,10.756,0.12856904759700205,10.755,0.21381456139996957,10.7625,0.23321268810839654,10.798,0.24916965553892173,0.009999999999999787,0.5099999999999998,0.2599999999999998
2014-08-26,2014,California,USD,11.1,666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-08-26 00:00:00'))",1,8,0.7818314824680298,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,10.6,10.82,10.67,10.9,10.97,11.29,10.87,10.714,0.14028542333400093,10.784,0.15952707885774148,10.7645,0.23155026736282747,10.769333333333332,0.217888508872901,-0.3000000000000007,-0.370000000000001,-0.6899999999999995
2014-08-27,2014,California,USD,10.83,667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-08-27 00:00:00'))",2,8,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,11.1,10.6,10.82,10.58,10.63,10.49,10.45,10.754,0.21512786895239755,10.797,0.18031145893208653,10.755,0.2119210379263864,10.777,0.22546733076298425,0.5199999999999996,0.46999999999999886,0.6099999999999994
2014-08-28,2014,California,USD,10.52,668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-08-28 00:00:00'))",3,8,0.43388373911755823,-0.900968867902419,-0.8660254037844384,-0.5000000000000004,10.83,11.1,10.6,10.67,11.04,10.87,10.72,10.804,0.1924318061028379,10.817,0.1705579080547004,10.772,0.20299338853637874,10.789666666666667,0.21697740758499354,0.16000000000000014,-0.20999999999999908,-0.03999999999999915
2014-08-29,2014,California,USD,10.76,669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-08-29 00:00:00'))",4,8,-0.433883739117558,-0.9009688679024191,-0.8660254037844384,-0.5000000000000004,10.52,10.83,11.1,10.82,10.82,10.96,11.15,10.774,0.2271123070201177,10.765,0.1742444005157871,10.7545,0.20909516846089882,10.783,0.22220136875336222,-0.3000000000000007,-0.3000000000000007,-0.4400000000000013
2014-09-01,2014,California,USD,10.95,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-09-01 00:00:00'))",0,9,0.0,1.0,-1.0,-1.8369701987210297e-16,10.76,10.52,10.83,10.6,10.81,10.83,10.81,10.762,0.22565460332109374,10.759,0.17316979464610044,10.744499999999999,0.20345631886038312,10.770000000000001,0.2111217984792406,0.16000000000000014,-0.05000000000000071,-0.07000000000000028
2014-09-02,2014,California,USD,10.81,673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-09-02 00:00:00'))",1,9,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,10.95,10.76,10.52,11.1,10.9,10.5,10.78,10.831999999999999,0.21695621678117524,10.773,0.18312412305439027,10.750499999999999,0.20783280223347303,10.774666666666667,0.2135695531272988,-0.15000000000000036,0.049999999999998934,0.4499999999999993
2014-09-03,2014,California,USD,11.04,674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-09-03 00:00:00'))",2,9,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,10.81,10.95,10.76,10.83,10.58,10.57,10.99,10.774000000000001,0.1582087228947893,10.764,0.17833800616929446,10.766,0.1995626797723017,10.775666666666668,0.2136655997247866,-0.019999999999999574,0.23000000000000043,0.2400000000000002
